screen_name;text;Labeling
echo_mecho;"@BiLLYKHAERUDIN Mardigu:
Pilkada dia pilih jkw-ahok dan ahok-jarot.
Pilpres dia pilih jkw-kalla dan jkw-amin.

Prediksi pilgub jabar ridwan kamil kalah. 
Prediksi pilgub jatim khofifah kalah.";Positive
barep05;"Jangan asal comot !
Brangus Ulama intoleran dan radikal.
#FPIEmbrioHTI
#NowOrNeverSikatFPI 
#BravoTNIPolriRakyat 
Polemik Wadek Unpad Terkait HTI, Ridwan Kamil: Jangan Terulang Lagi! https://t.co/su7eckNMKE lewat @idntimes";Positive
PikirkanRakyat;Ridwan Kamil Gelar Subling Pertama, Tahun 2021 https://t.co/jBx8cYe0X0;Positive
Joenme88;@Bocha82667960 @KompasTV sinovac kan yg sedang diuji klinis di Bandung, Ridwan Kamil dan ratusan relawan lainnya jg pakai sinovac. jadi masalahnya dimana kalau toh uji klinisnya berjalan lancar dan relawannya sehat2 aja?;Positive
ai_dr_us;@kurawa @ridwankamil ridwan kamil dan yg lainnya tahu gak disuntik apa?Vaksin atau plasebo?;Positive
PutriYa02793495;"POSKOTAJABAR, BANDUNG

Gubernur Jawa Barat Ridwan Kamil mengatakan tahap pertama pembagian vaksin sinovac  Jawa Barat dijatah 97 ribu dosis vaksin,  diperuntukkan bagi 44 ribu tenaga kesehatan (nakes), satu nakes dua dosis vaksin.

https://t.co/jAL1oTwrR1";Positive
Hestimaulany2;@fadjroeL @berkahuntukmu @jokowi @JubirPresidenRI trs yg dlu itu Ridwan Kamil suntik apa sih euy, malah katanya udh 2x;Positive
ilhamrizkyrkh;@trizanofiya @Adamsyah_harika @ImeldhARS @ojaanmhd Iya sama aja. Emang saya sama kaya Ridwan Kamil;Positive
luviku;Klo sinovac saja masih mau trial, lha dulu pak ridwan kamil disuntik apa yg bilang nya jd enak makan?;Positive
PolsekPlaju3;".
"" Tugas Maha Besar Generasi Kita Adalah Mewariskan Toleransi bukan Kekerasan ""
- Ridwan Kamil- https://t.co/qYbs4z7LZv";Positive
_TapiBoong;@HeiiiSasha makanya agama jadi komoditas seksi di dunia politik. semua berlomba2 jadi agamis. Pas pilgub jabar kemaren, ada pasangan yg ngalahin nama besar Dedi Mizwar sama Dedi Mulyadi karena jual agama. untungnya mereka ga bisa ngalahin pesona Ridwan Kamil. Jkt ga usah disebut lah ya, haha;Positive
IamHessel;@girumon16 @desygenoveva_ Sedang endorse ridwan kamil Pilkada Jabar 2018..;Positive
tbzriel;STOP SEBUT RL GW RIDWAN KAMIL!!!!!!!!!!! https://t.co/F6gpWifAMb;Positive
tbzriel;@aiuwinter Lu mau liat ridwan kamil dance reveal, gak? Nanti gw kasih liat.;Positive
aiuwinter;@tbzriel ngapain jadi jacob, abah kan Ridwan kamil;Positive
dinioctoria;@sociotalker Ridwan Kamil? Dia kan 50% kemungkinan dapet sinovac bukan placebo;Positive
Pplhiupdate2016;"Koordinasi dan evaluasi, bersama sahabat-sahabat Pendamping Program Provinsi Jawa Barat, pk Ridwan Kamil.

Salam Jabar Juara.

#pplhiupdate_2016 #pplhiupdate_2020 #RKjabarjuara #Jabarjuara #FordamJabarJuara @jokowi @dpr_ri @ridwankamil @disperkimjabar @disdikjabar @humas_jabar https://t.co/TSyQ7WQpME";Positive
wildanfaudia;@AmrulHamzah1 @YBRAP @_geraldgerald_ @ekagustiwana Ridwan kamil;Positive
KeringObat;Namun Ridwan Kamil terlebih dahulu harus bekerja keras meraih simpati publik dan mendapat kepercayaan partai politik;Positive
KeringObat;#ERROR!;Positive
KeringObat;Sementara Ganjar tetap adem ayem sambil terus menyusun rencana dan kekuatan. Nama Ridwan Kamil pun cukup memiliki peluang besar maju Pilpres 2024 meski elektabilitasnya tidak sementereng Anies, Prabowo bahkan Ganjar;Positive
KeringObat;Disusul Prabowo 14,9 persen dan Anies Baswedan 11 persen. Sedangkan Ridwan Kamil berada urutan kelima dengan 7,1 persen;Positive
KeringObat;Sementara Anies Baswedan bisa disebut nama paling apes bila dibanding Ganjar Pranowo dan Ridwan Kamil. Bila ingin tetap maju pilpres, perjuangan mantan Menteri Pendidikan dan Kebudayaan ini jauh lebih berat;Positive
KeringObat;Ketiga nama kepala daerah dimaksud adalah Gubernur DKI Jakarta Anies Baswedan dan Gubernur Jawa Barat Ridwan Kamil. Sedangkan satunya lagi yaitu Gubernur Jawa Tengah Ganjar Pranowo;Positive
ROctav97;@jhyunkth Coba cek twitter atau ig nya ridwan kamil karena beliau ikut uji coba vaksin cuma gak tau vaksin yg mana <U+0001F605>;Positive
MGT_RADIO;"Gubernur Jawa Barat Ridwan Kamil menyebut Kota Depok dan Kabupaten Karawang sudah menjadi zona merah atau daerah tingkat risiko tinggi penularan Covid-19 selama empat pekan. Dua daerah tersebut menjadi zona merah sejak awal Desember 2020 lalu.

#ZonaRequestMalam #MGTRADIO";Positive
rameankebulan;@WisesaManendra Emil siapasih? Ridwan kamil?;Positive
uusutari13;"Kang @ridwankamil ,urang tasik mah hese di atur,sakali na di atur,sok ngaralawan <U+0001F602><U+0001F602><U+0001F602>,geus rudeut mereun ku corona
Soroti Tasikmalaya, Ridwan Kamil: Kota Kecil Sering Masuk Zona Merah https://t.co/zWT6YmPOoJ";Positive
eunhyugi;@guiram88 RK in Ryeowook stand for ridwan kamil;Positive
Kakak73652126;@rmol_id Percuma yang menang kalo gak Anies Baswedan kalo gak Ridwan Kamil.;Positive
id_aksi;Ridwan Kamil: Depok dan Karawang Zona Merah Selama 4 Pekan https://t.co/kVUxGSlII5;Positive
Winartosandila;Soroti Tasikmalaya, Ridwan Kamil: Kota Kecil Sering Masuk Zona Merah https://t.co/HhdcYbILfR;Positive
SonoraFM92;18.46 #BeritaSONORA - 4 Minggu Setia di Zona Merah, Ridwan Kamil Tetapkan Depok dan Karawang Siaga 1 https://t.co/IfbVVM02JK https://t.co/u0z2HTMJEH @KompasTV;Positive
nichrirmu;@11sunflowerz @narkosun Terus masalahnya apa kalau pak Ridwan Kamil tidak setuju tindakan-tindakan FPI namun masih menghormati Habib Rizieq???;Positive
Jelly34696866;"15. ""Tidak ada kesuksesan tanpa kerja keras. Tidak ada keberhasilan tanpa kebersamaan. Tidak ada kemudahan tanpa doa."" - Ridwan Kamil

16. ""Hadiah terbaik yang bisa kamu berikan dan kamu terima adalah doa.""";Positive
Beritasatu;Ridwan Kamil: 44.000 Nakes di Jabar Akan Divaksin Covid-19 https://t.co/cR5zl5XcKH https://t.co/Axi3lEMzI1;Positive
TirtoID;"Gubernur Jawa Barat Ridwan Kamil menetapkan status siaga 1 COVID-19 bagi Kabupaten Karawang dan Kota Depok. Di Kabupaten Karawang, ruang isolasi mencapai tingkat keterisian 110 persen.

https://t.co/fEKXDkB940";Positive
antaranews;Ridwan Kamil jamin pengamanan vaksin yang sudah sampai ke Biofarma https://t.co/6iq5aIaZmm;Positive
antaranews;KNPI nobatkan Ridwan Kamil sebagai Bapak Pembangunan Kepemudaan Jabar https://t.co/6YYdH2VuA7;Positive
antaranews;"Gubernur Jawa Barat M Ridwan Kamil mengatakan bahwa Kota Depok dan Kabupaten Karawang berstatus siaga 1 karena sudah sebulan berada di zona merah. 

https://t.co/XB5m0ZdsDW";Positive
padukc;@jueylia Ridwan kamil?;Positive
ElinMoenik2;"Azab Allah itu sangat ledih
#FPI_FrontPersaudaraanIslam
#FPI_FrontPersaudaraanIslam
https://t.co/6UrPmNVKK3";Positive
RahmiPutrikayra;"Tugas maha besar generasi kita adalah mewarisi toleransi bukan kekerasan. - Ridwan Kamil
#PotongGaji";Positive
eranolok;@Hilmi28 Sama aja kl mau punya ambisi mau siapa kek pasti pencitraan diawal. Ga jokowi risma anis ganjar ridwan kamil dll. Anis jg pernah lakukan ini saat di grobak sampah... Gw mah lihat spt ini udah ga ngepek semua;Positive
20detik;Detik-detik Ridwan Kamil Hampir Ditabrak Pemotor Sembrono https://t.co/MGqWOfmamn;Positive
20detik;Ridwan Kamil Usul Vaksinasi Dipercepat: 15 Bulan Kelamaan https://t.co/0bcXFHN62V;Positive
20detik;Ridwan Kamil Putuskan Nasib Sekolah Tatap Muka Minggu Depan https://t.co/rThmXjD2Il;Positive
20detik;Genjot UMKM, Ridwan Kamil Dorong PNS Belanja https://t.co/uxZxcoWr8p;Positive
20detik;Ridwan Kamil Beberkan Zona Merah: Depok hingga Tasikmalaya https://t.co/hVNLjkz8QH;Positive
dayatia;"2022 emang ada Pilkada?

Klu 2024 Puan maju, enak nih yg jd lawannya.

Anies klu gk maju, orang2 pindah ke Ridwan Kamil dah https://t.co/tGCp02qkmG";Positive
Juragann_muda2;@dayatia Bu Risma itu Arsitek ITS, by default dia ahli perencanaan, sekelas Ridwan Kamil lah, RK dari ITB;Positive
KompasOtomotif;Kawasaki W175 Bobber, Hadiah Ridwan Kamil untuk Si Cinta https://t.co/YPbHkmheOS;Positive
jonsnow_iknown;@kompascom lebi tegas ridwan kamil gak takut sama mahfud;Positive
tyongietrac;@luzzbightyearr truz klo dha masuk ke smp negeri ridwan kamil mau aph gitu dek??? mau jd penerus ridwan kamil???;Positive
driherdiansyah;Gubernur Jawa Barat (Jabar) Ridwan Kamil mengatakan proyek Tol Cigatas (Cileunyi-Garut-Tasik) saat ini sedang dalam proses pembebasan lahan. Untuk pembangunan tahap satunya, ia mengaku sudah meminta kepada Kementerian PUPR agar mendahulukan akses ke Garu… https://t.co/gnOUmG1Vdb;Positive
driherdiansyah;"Gubernur Jawa Barat (Jabar) Ridwan Kamil menyalurkan secara simbolis bantuan tunai pemerintah pusat kepada masyarakat terdampak pandemi Covid-19, di Aula Timur Gedung Sate, Kota Bandung, Senin (4/1/2021).

Bantuan pusat bersumber dari tiga program yakni … https://t.co/8L1POPQovk";Positive
100kpjcom;"Sebagai Gubernur Jawa Barat, Ridwal Kamil memang dikenal sebagai sosok yang ramah, humoris dan romantis.

Seperti postingan Ridwan Kamil yang memperlihatkan dirinya memberi hadiah motor custom kepada sang istri dengan model single seater.

https://t.co/2uLNbIZjo9 https://t.co/aQCAjh6J3I";Positive
100kpjcom;Ridwan Kamil Beri Hadiah Motor Custom Khusus Pandemi untuk Istri https://t.co/OFccXa9mu0;Positive
100kpjcom;Detik-detik Gubernur Ridwan Kamil Hampir Ditabrak Motor di Lampu Merah https://t.co/4Kb12HGzhs;Positive
Nurulzuhriii;@Rahman_cls Gokilll amat w viral gara2 kekunci dri luar <U+0001F602>, ridwan kamil ngakak melihat warganya;Positive
polreslahat;"""Tugas maha besar generasi kita adalah mewariskan toleransi bukan kekerasan"" - Ridwan Kamil https://t.co/VdfnlgYwPY";Positive
kesatudotco;"Gubernur Jawa Barat Ridwan Kamil hari ini merayakan ulang tahun pernikahan ke-24 bersama istrinya, Atalia Praratya. 

@ridwankamil @jabarprovgoid 
https://t.co/91KbLfT1s2";Positive
kesatudotco;"Sebanyak 7.421.816 Keluarga Penerima Manfaat (KPM) di Jawa Barat dipastikan akan menerima bantuan sosial.

@ridwankamil @KemensosRI @humasjabar 
https://t.co/zdNShvkdeJ";Positive
SBesayef;@ygwbmbfb @madnessdemon_ Ridwan Kamil;Positive
IPolsekta;"""Tugas Maha Besar Generasi Kita Adalah Mewariskan Toleransi Bukan Kekerasan""
- Ridwan Kamil - https://t.co/RMb9RhXNwv";Positive
alifirdaus__;"@moccacchino Itu gubernur mu mungkin
Aku sih ridwan kamil";Positive
POLRESBANYUASI1;".
"" Tugas Maha Besar Generasi Kita Adalah Mewariskan Toleransi bukan Kekerasan ""
- Ridwan Kamil- https://t.co/Gvx0r9Wtuf";Positive
motorplusweekly;"Ridwan Kamil Kasih Kado Kawasaki W175 Buat Istri, Cuma Buat Sendirian 

https://t.co/rxCFh49u4F";Positive
Binatangpiara;"@ululazmisyfr Kalau hasil uji klinis vaksin yang di ujikan dengan Ridwan Kamil sudah di tahap siap edar, banyak vaksin yang di beli pemerintah dari perusahaan vaksin yang berbeda 
.
Intinya vaksin yang dikirim itu enggak mungkin ""lebih banyak efek buruknya."" Dari pada ""efek buruknya.""";Positive
densalfisah;@fadlizon Awal mula kekisruhan terjadi sejak penjemputan IBHRS itu adalah mas Mahfud... Itu opini pribadi pak Ridwan Kamil, syngnya tu mas menteri gak mau tanggung jawab.;Positive
tarungnews2;"https://t.co/Mu3HyJ3m0r
Warga Garut Terima Kabar Baik Dari Gubernur Jabar Ridwan Kamil.@humasjabar @dprdjawabarat @PemkabGarut @humasprovjabar @DisparbudGarut https://t.co/iH5xZeagNJ";Positive
alex_hunter146;"@mpok_intan @lizaariani5 Pemprov DKI (Anies) &amp; Pemprov Jabar ( Ridwan Kamil ) Suka Libatkan HTI Padahal HTI Sudah Di Bubarkan/Ilegal Setelah Diviralkan Fihak Pemprov Berkata Kecolongan Tapi Terus Berulang";Positive
alex_hunter146;@RD_4WR1212 @Metaliscv @ridwankamil Tapi FPI Tetap Mutual Kawal Gubernur Jabar Ke Polda Jabar https://t.co/uWeQWobfam;Positive
sssong_ri;@zafranarf Perpaduan antara zayn malik dan ridwan kamil, hm bole jg <U+263A><U+0001F60F><U+0001F60E>;Positive
nazril__ilham;@squidwardfess Istrinya mirip ibu Ata halilintar, istrinya pak ridwan kamil :(;Positive
ahekmardew;"@aniesbaswedan @DinsosDKI1 @KemensosRI @BangAriza Ada yg takut ketinggalan kereta ke 2024 <U+0001F602><U+0001F602><U+0001F602>
Ibu Risma andalan
Pak Ridwan Kamil mantap
Pak ganjar bagus";Positive
berjalankekiri;@watermarklee___ wiken ajh yh lagi mumet mikirin project nya pak ridwan kamil;Positive
Bambank_tjakep;@FahmyS15 @ProfesorZubairi @DonAdam68 Apa bedanya? Vaksin untuk virus campak, hepatitis, TBC.. kan semua penyakit akibat virus.. bagaimana anda ini? Di negara lain kata siapa? Anda lihat sendiri? Ikut pemakaman? Itu kan kata media.. la di bandung yg orang di uji ada yg meninggal gak? Ridwan kamil masih hidup;Positive
Gungun_65432;"@ridwanhr Saya nunggu statement Ridwan Kamil Soal
Sinovac";Positive
dyhbuya75;"@jabarprovgoid GARUT -  Gubernur Jabar) Ridwan Kamil kembali menggelar Subuh Berjamaah Keliling atau Subling dengan tetap menerapkan protokol kesehatan di Masjid Agung Kabupaten Garut, Minggu (3/1/2021). Subling kali ini menjadi yang pertama pada 2021.
#pplhipeduli #ridwankamil https://t.co/mPUZetLtyi";Positive
ComPotensi;Warga Jabar Membuat Ridwan Kamil Terharu, Ada Hal Luar Biasa Ternyata https://t.co/0vEgxIr6Qr;Positive
ComPotensi;Pemuda Nangis Usai Hina Satgas Covid 19, @ridwankamil: Ganteng Doang Jemput Cewek Depan Gang https://t.co/cpUnItHR0J;Positive
ComPotensi;Antara FPI dan Pandemi, Ridwan Kamil Minta Semua Fokus Lawan Covid-19 https://t.co/1gzYsd7kwq;Positive
memennnnn;@MR_Rodiiii Yang ngomongnya pake atuh atuh sama rakyatnya pak ridwan kamil minggir dulu ya <U+0001F64F><U+0001F64F>;Positive
sawiputihhh;Gue tuh dr zaman masih naif sampai sekarang kaya ngefans bgt sama arsitek, makanya gue fans pak ridwan kamil, menurut gue mereka keren bgt gitu lo bisa rancang2 bangunan dengan sentuhan seni. Terus gue kan sering bilang sama temen gue yg anak tekmes please dong gue kenalin sama;Positive
detikoto;Uwu Banget, Ridwan Kamil Hadiahi Istrinya Motor Klasik di Ulang Tahun Pernikahan https://t.co/TKOT6pTZkc;Positive
detikoto;So Sweet, Ridwan Kamil Hadiahi Bu Cinta Motor Custom https://t.co/PQAaDCHpKu;Positive
detikoto;Ridwan Kamil Motoran Pakai Helm Rambut Tetap Klimis, Kok Bisa? https://t.co/pvkAZfYkNk;Positive
detikoto;Aduh, Ridwan Kamil Hampir Ditabrak Pemotor yang Motong Jalan https://t.co/aOQsl0ShvM;Positive
detikoto;Ridwan Kamil Tahun Baruan Naik ADV Masuk Gang Sempit, Ngapain Kang? https://t.co/zWe1hDQ7S0;Positive
hafizaryo;24 Tahun Pernikahan, Ridwan Kamil Beri Kado Kawasaki W175 Custom untuk Atalia Praratya | https://t.co/fF6573WzGl https://t.co/LzaW7phBF0 lewat @otosia;Positive
seputarjabar;Gubernur Ridwan Kamil Apresiasi Kedisiplinan Masyarakat Jawa Barat - https://t.co/wsSe17x0m4 https://t.co/2kLQuQ2Xyp;Positive
seputarjabar;Lakukan Pemekaran Wilayah Jawa Barat, Ridwan Kamil Ajukan 3 Kabupaten Baru ini ke Pemerintah Pusat - Wartakota https://t.co/an0wUgFCCb;Positive
akunovanto;Baik itu Prabowo, Puan Maharani, Ganjar Pranowo atau Sandiaga Uno. Sementara Ridwan Kamil masih belum jelas posisinya;Positive
Indonesianews15;"@noerwakhidah21 @Martirnews I know Him Udah Sejak Lama

In arabic language : Ana a'rifuhu ( Ridwan Kamil) Mundu Sanawaatin Thowiilah <U+0001F60A>

In tukang sate languange ......????<U+0001F60A>";Positive
Indonesianews15;"FPI Dibubarkan Pemerintah, Gubernur Ridwan Kamil: Indonesia Butuh Kedamaian

https://t.co/qMv2HLRNmv";Positive
Indonesianews15;"Tanggapi Video Pemuda Nangis di Kantor Polisi, Ridwan Kamil: Ganteng Doang, Jemput Cewek Depan Gang

https://t.co/sEg7gUJXQ6";Positive
delqenthe;"Semoga penjara cepat penuh, penghinaan masuk tindak pidana 

Ada banyak yg menghina pak Jokowi, Ganjar, Anies, Ridwan Kamil dll ... https://t.co/kj7mjDkPp4";Positive
minase_nayuki;"@dare_darou ya.. iya sih hahahahaha

jadi inget Ridwan Kamil komentarin Kang Daniel wkwkwkwk";Positive
TribunWow;"Viral Pemuda Nangis seusai Hina Satgas Covid-19, Ridwan Kamil: Ketawa Dahulu, Nangis-nangis Kemudian
 
https://t.co/3tpSsQiuGe via @TribunWOW";Positive
AndiSinulingga;"Di media saya baca ada ibu pejabat yg angkat dirinya sebagai ibunya para pemulung, apa benar?
https://t.co/jnqLyixHMN";Positive
bandungmilikku1;@squidwardfess Ibu atalia istrinya pak ridwan kamil;Positive
DeviSus56599256;"Mengawal Pelaksanaan Program Pembangunan Rutilahu Bantuan pk Ridwan Kamil, Gubernur Jawa Barat.

Semoga pembangunan Rumah Tidak Layak Huni berjalan lancar dan bisa bermanfaat secara maksimal bagi Masyarakat Tidak Mampu.
Alhamdulillah 

#pplhiupdate_2016 #pplhiupdate_2020 #";Positive
Indrahe34769140;"@BabangEl11 @ridwankamil Itu jelas menjawab pertanyaan wartawan Normative bukan rencana
Dan jawaban diplomatis
“Kepada siapapun kita wajib bersilaturahmi, ada rencana atau tidak ada rencana,belum saya putuskan,” ujar Ridwan Kamil,ketika ditemui di Lembang,  seperti dikutip PR kalian ini mau aja dihasut";Positive
stevanusyann1;"@MamakBaik777 @Dennysiregar7 @unpad @ridwankamil noh udh di sikat. .
kalem gw warga ridwan kamil.hari ini disikat https://t.co/QZaDPeR9f2";Positive
dinotaurusrex;om hao kalo diliat2 kayak ridwan kamil;Positive
warungarsip;"[ON THIS DAY]

Hari ini, tahun 2014, Taman Pasupati di Kota Bandung resmi dibuka utk umum. Taman ini diresmikan Wali Kota Ridwan Kamil dan sekaligus memberinya sebutan lain dan kemudian terkenal: ""Taman Jomblo"".

@ridwankamil

#SejarahTaman";Positive
NormanPplhi;"Mengawal Pelaksanaan Program Pembangunan Rutilahu Bantuan pk Ridwan Kamil, Gubernur Jawa Barat.
Semoga bermanfaat.

#pplhiupdate_2016 #pplhiupdate_2020 #Jabarjuara #RKjabarjuara #KinerjaRidwankamil #FordamJabarJuara
@jokowi @dpr_ri @ridwankamil @disperkimjabar @humas_jabar https://t.co/ExQWYAHZlK";Positive
simmanews;"Foto di balik jendela bus, Ridwan Kamil terharu tahun baru kali ini sepi :( cek selengkapnya guys https://t.co/gfDt9hjg9m
#sayati #bandung  #jokowi #indonesia #IndonesiaRaya #cucitangan #pakaimasker #dirumahaja #Rancaekek #Cileunyi #Baleendah #soreang  #cimahi #cilengkrang";Positive
simmanews;"guys!!Kata Pak Menkes, tenaga kesehatan akan disuntik vaksin Covid akhir Januari yuk di cek pembahasannya https://t.co/5X4XDcKVlY
https://t.co/sOMKCGN0hJ…
#sayati #bandung  #jokowi #indonesia #IndonesiaRaya #cucitangan #pakaimasker #dirumahaja #Rancaekek  #Baleendah #cimahi";Positive
asuventure;@squidwardfess mirip istrinya ridwan kamil;Positive
web_bogorkita;Vaksinasi Segera Dilakukan, Ridwan Kamil Minta Masyarakat Tetap Jalankan 3M - https://t.co/Ri8vnhXLDh;Positive
GarutIklan;"Subuh Keliling di Garut, Ridwan Kamil Minta Pemda Gelar Simulasi Vaksinasi: ""Vaksinasi akan dimulai pertama kepada para tenaga kesehatan, kedua profesi non tenaga kesehatan https://t.co/P76CqnkkIE";Positive
GarutIklan;Ridwan Kamil Sebut Alun-alun Garut, Jalan Lingkar Cipanas, hingga Tol Cigatas Mau Dibangun Tahun Ini https://t.co/NNQ1HPyKfH;Positive
olieregar;"@uda_ilh4m @alpha_n @DukeCondet Uji klinis 1 dan 2 di Bandung yg heboh2 ridwan kamil dulu.
Isunya ada yg meninggal tp sulit dicari tahu kbenarannya.
Uji klinis 3 di Turki sdh selesai efektifitas 90%an.
Media dunia yg dikuasai elit Global hnya fokus pd efektifitas sdgkan resikonya yah kudu di suntik dulu<U+0001F62C>";Positive
zonajakarta1;Jadi Penerus Orang Nomor 1 di Jabar, Inilah Putra Angkat Ridwan Kamil, Wajahnya Mirip Siapa? https://t.co/sOnK1pWXG3;Positive
zonajakarta1;Jadi Penerus Orang Nomor 1 di Jabar, Inilah Putra Angkat Ridwan Kamil, Wajahnya Mirip Siapa? https://t.co/sOnK1pWXG3;Positive
zonajakarta1;Duduk Lesehan Tanpa Tikar, Ridwan Kamil Tak Segan Makan Bersama Pemulung Viral dan Beri Hadiah Ini https://t.co/8sYhx0A4b0;Positive
airinnotirene;"Buka IG dan liat Ridwan Kamil di cek suhu badan lewat tangan...

I thought you're different, Pak :(

Ternyata semwa pejabat sama sajah :(";Positive
rexyclebn;@sundastruggles Rek dirobah ku ridwan kamil jadi tukang nganteur bansos cenah mah;Positive
zacky210578;@Yatinadani1 Ganjar- Sandi Vs Anies-Ridwan Kamil;Positive
AdiyantoD;"Dekati anaknya dekati juga orangtuanya. Lelakimah ga perlu ganteng yang penting berkarakter. Ridwan Kamil.

Gimana mau deketin orang tuanya, deketin anaknya juga susah. Hiya hiya hiya...";Positive
MSNindonesia;"Ridwan Kamil &amp; Istri Datangi Pemulung Viral Susui Bayi, Beri Hadiah Ini https://t.co/9mublGxWfG";Positive
conoondrum;Heran banget bukan cuma mbak mas waiter di tempat makan doang tp nyampe sekelas gubernur kaya ridwan kamil ngecek suhu di tangan/! Wtf??;Positive
haibundacom;Baru-baru ini, viral momen haru pemulung beri bayinya susu di trotoar. Gubernur Jawa Barat Ridwan Kamil beserta istri, Atalia Praratya, lalu memberi kejutan. https://t.co/QqZuXTraRP;Positive
infoJATIASIH;Ridwan Kamil Putuskan PSBB di Bogor, Depok, Bekasi dan Jatiasih Diperpanjang Hingga 20 Januari  https://t.co/GuDbOlfIoR;Positive
bellafeloyani;@hennyokta Tadi ridwan kamil juga posting dia lg dimana gitu, lagi cek suhu foto nya, cek nya di tangan<U+0001F642>;Positive
Anginbarat212;@BersamaSahabat4 Saya Dulu bangga dengan Kang Emil atau Ridwan kamil malah pernah masuk poling juga masuk Capres lah sekarang setelah lihat Ridwan kamil, mancala mencele seperti itu malah rasa bangga menjadi rasa malau bagi sy orang jawabarat.;Positive
pineclove;@colourdriver @cwattome @huksnim TOLOL BGT GA SIH DIA GW CAPE PAY ORG JELAS JELAS GUBERNUR NYA AJA BEDA ANIES SAMA RIDWAN KAMIL<U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621>;Positive
pineclove;@cwattome @huksnim jakarta ya jakarta tolol dki jakarta kenapa jadi jabar, gubernur nya aja beda kan jabar ridwan kamil jakarta anies ih knp jadi jabar sih aneh lu;Positive
oes_pw;@desaNa70 Hehee..he gak bakal lah, aplg mendukung keputusan pusat sama an tuhh sama ridwan kamil ..;Positive
Zulzamangmni;"Ditambah lagi sama Ridwan Kamil &amp; Airlangga Hartarto.";Positive
badriafiff;Bukan cuma ridwan hanif yg sering di call dikirain ridwan kamil.. Hahaa..;Positive
nrangni;@naeunbndg hah anak ridwan kamil?;Positive
nadzifalaqoll;Ridwan Kamil cek suhu tubuhnya di tangan. Yaudah lah, ya. :))))) https://t.co/igVb5q3odV;Positive
FriskillaKopi;Mesranya, Ridwan Kamil Beri Kado Sepeda Motor Kepada Bu Cinta https://t.co/V6MBBTSF7m;Positive
FriskillaKopi;Ridwan Kamil Akan Berikan Raport Kepada Pemkab  dan Masyarakat Taat Prokes https://t.co/GR7klacHRJ;Positive
beritainspirat1;Ridwan Kamil Subuh Keliling Pertama Tahun 2021, di Masjid Agung Garut https://t.co/82lSYVcm55;Positive
beritainspirat1;Ridwan Kamil Apresiasi Kepatuhan Warga Jabar Sambut Tahun Baru di Rumah Saja https://t.co/2SqAda2OUa;Positive
beritainspirat1;Atalia Ridwan Kamil Salurkan Bantuan Warga Terdampak Banjir Citepus https://t.co/1sHem6GeiG;Positive
sanekeen;@fakkhrizal @fuckincapcipcup ridwan kamil emg kerja keras dibidang pariwisata bang;Positive
tintajabar;"Ridwan Kamil Akan Berikan Raport Kepada Pemkab  dan Masyarakat Taat Prokes 
https://t.co/ECpk07pwwI";Positive
rkhairu;"https://t.co/8ZXzdwq07g 
Jakarta belum ya beritanya";Positive
ejha__;"ga ridwan kamil,
ga menkes,
cek suhunya di punggung tangan..
jangan2 pada percaya cek suhu di jidat bikin otak rusak? kenapa takut, emang pada punya?";Positive
jekgarbi;"Line up nya 2024,menurut sayaaa:
Prabowo
Ganjar pranowo
Ridwan kamil
Anis baswedan
Sandiaga uno
Jusuf kala

Tinggal baca sepak terjangnya, mana yg bisa kerja dan mana yang bisa ngomong doank. Merdeka";Positive
Donihendarto;"Bener kata Ridwan Kamil, Singapore aja banjir, yg salah pasti Anies Baswedan
https://t.co/H2B28c7M8u";Positive
idnpublic;Ridwan Kamil dan juga DPRD Jabar Bahas Raperda Perkebunan https://t.co/E2HUMg7ops #berita #terbaru #video;Positive
idnpublic;Proyek Jalan Tol Cigatas, Ridwan Kamil: Sedang di dalam Pembebasan Lahan https://t.co/VaOulMdwxp #berita #terbaru #video;Positive
idnpublic;Ridwan Kamil Imbau Warga Jabar Terafiliasi FPI Taati SKB Pemerintah https://t.co/TQds6IFJQG #berita #terbaru #video;Positive
romlahasana;"Ridwan Kamil Mendukung Pembubaran FPI ! Basmi Kovid &amp; Neo FPI ! #KupasTuntasOrmasRadikal
https://t.co/ikSNySJY3P";Positive
MustofaAri463;"Andai Ganjar Dipinang Parpol Lain &amp; Gandeng Ridwan Kamil di Pilpres: Akan Sangat Dahsyat - Warta Ekonomi https://t.co/o4lSC8FpX9 https://t.co/xBsZ64bPtp";Positive
jatengtodaycom;Ridwan Kamil dan Wakilnya Resmi Gunakan Mobil Listrik untuk Kendaraan Dinas https://t.co/lBTUwmflDY;Positive
SutrasnoJoko;@TeddyGusnaidi @ridwankamil Mungkin ridwan kamil mulai sadar <U+0001F92D><U+0001F92D><U+0001F92D>;Positive
inewsdotid;"Gubernur Jabar Ridwan Kamil merayakan ulang tahun pernikahannya ke-24 dengan menghadiahkan sang istri Atalia  motor kustom.

#RidwanKamil #Otomotif 

https://t.co/zw4orosewZ";Positive
inewsdotid;"Gubernur Jabar Ridwan Kamil angkat bicara terkait pemerintah membubarkan Front Pembela Islam (FPI).

#RidwanKamil #FPI #iNewsid #IniBaruBerita 

https://t.co/gqU2ZnPpVi";Positive
